respondent_id,COUNTY,CITY,D3,D4_primary,D4,D2,Q65,D1,NEWS,SOCIAL,REGION_1,REGION_2,REGION_3,ReOUTLOOK,LIFESAS,LIFEWW,BELONGCOM,BELONGNEED,TRUST,Q7,Q8,Q56_breakfast,Q57_breakfast,Q56_lunch,Q57_lunch,Q56_dinner,Q57_dinner,Q10,Q11_day,Q11_night,HOUSING1,HOUSING2_1,HOUSING2_2,HOUSING2_3,HOUSING2_4
3991,Cleveland,,2,White,1,3,3,28090,1,,1.0,5.0,9.0,2,5,6,3,5,6,3,2,4,1,6,2,6,0,3,5,5,5,4.0,7.0,8.0,9.0
4287,Stanly,,4,White,1,7,1,28127,2,,2.0,9.0,,2,4,5,3,3,4,1,5,5,2,7,5,6,4,4,4,5,7,9.0,2.0,,
4794,Anson,,2,Black,3,6,2,28109,6,3.0,5.0,3.0,6.0,1,6,6,3,6,5,2,3,2,1,7,3,7,3,1,4,4,2,3.0,1.0,7.0,4.0
2081,Cabarrus,,5,Hispanic,2,2,4,28027,1,,1.0,2.0,4.0,1,6,5,2,4,8,2,1,5,2,6,3,7,0,5,4,2,8,1.0,,,
4449,Chester,,1,Black,3,-99,3,29709,3,,5.0,3.0,7.0,4,7,7,2,8,6,2,4,4,2,6,1,7,3,2,3,3,4,2.0,5.0,9.0,6.0
1163,Union,,4,Hispanic,2,5,1,28112,6,4.0,9.0,7.0,,2,8,8,3,10,8,1,3,6,2,7,3,6,3,1,4,3,9,4.0,9.0,3.0,2.0
2483,York,,3,White,1,-98,2,29730,1,,2.0,1.0,3.0,2,8,7,3,7,9,2,2,6,3,6,1,7,2,1,5,3,5,4.0,2.0,,
808,Mecklenburg,2.0,1,White,1,4,1,28206,7,,7.0,1.0,,3,6,7,3,6,7,3,2,4,3,6,2,7,0,4,4,4,7,4.0,5.0,7.0,9.0
274,Mecklenburg,2.0,2,White,1,3,1,28210,7,,5.0,3.0,2.0,3,4,3,4,3,7,3,1,5,3,6,2,5,5,4,4,4,8,6.0,1.0,3.0,
1679,Gaston,,1,Hispanic,2,3,1,28086,1,,1.0,2.0,6.0,1,6,6,3,6,9,1,2,3,2,6,2,7,2,5,5,4,6,4.0,5.0,7.0,6.0
4934,Anson,,3,Hispanic,2,6,2,28170,6,3.0,6.0,7.0,8.0,3,4,5,2,4,5,3,4,7,4,7,1,7,1,3,5,5,2,1.0,6.0,,
3812,Cleveland,,2,Black,3,5,3,28090,1,,4.0,5.0,,2,4,4,3,4,5,2,1,2,0,5,3,7,5,1,3,4,8,6.0,7.0,,
1985,Cabarrus,,3,White,1,4,1,28027,6,2.0,4.0,5.0,2.0,4,5,5,1,6,6,1,1,7,3,7,3,6,1,3,2,4,10,6.0,2.0,,
2152,Iredell,,2,Hispanic,2,7,1,28677,2,,2.0,8.0,5.0,2,7,7,2,8,5,3,4,4,1,7,2,6,3,1,4,2,8,2.0,1.0,,
4558,Lancaster,,2,White,1,5,1,29717,6,4.0,4.0,1.0,8.0,1,6,5,3,6,7,3,3,3,1,7,5,6,2,3,5,2,7,2.0,1.0,7.0,
846,Mecklenburg,2.0,4,White,1,8,1,28203,1,,2.0,,,1,5,6,4,5,7,3,5,5,1,4,0,6,3,4,5,4,7,6.0,,,
1065,Union,,1,White,1,4,1,28104,6,6.0,1.0,,,4,7,7,2,5,4,2,3,4,0,7,3,7,1,1,5,4,8,8.0,4.0,6.0,
3417,Lincoln,,5,White,1,4,2,28093,6,1.0,1.0,4.0,,1,4,3,3,4,4,3,4,5,1,5,2,7,4,1,5,5,10,1.0,9.0,,
3564,Catawba,,4,White,1,6,4,28613,1,,8.0,2.0,3.0,2,10,10,3,10,7,2,2,5,1,6,4,5,2,3,4,1,7,6.0,,,
4427,Chester,,3,White,1,5,1,29706,6,2.0,3.0,4.0,1.0,2,9,10,4,10,9,3,5,6,2,6,3,7,1,2,4,3,5,6.0,1.0,,
2096,Cabarrus,,3,White,1,7,1,28025,7,,8.0,,,2,5,5,3,7,4,1,5,5,1,7,1,6,3,3,5,2,6,1.0,6.0,3.0,
4326,Chester,,5,Black,3,4,4,29706,6,2.0,9.0,3.0,,2,7,7,3,5,9,3,2,3,2,6,2,6,4,4,4,5,5,6.0,8.0,,
123,Mecklenburg,2.0,2,Hispanic,2,3,3,28273,6,2.0,1.0,2.0,4.0,2,4,5,2,4,6,2,3,4,1,5,3,7,2,3,5,2,6,9.0,1.0,4.0,
4706,Lancaster,,1,White,1,3,2,29714,3,,3.0,1.0,,1,6,5,3,4,9,1,4,3,3,6,2,7,4,1,5,2,7,5.0,10.0,8.0,3.0
860,Mecklenburg,1.0,2,White,1,3,1,28226,6,3.0,2.0,1.0,6.0,3,5,5,2,6,5,3,2,5,2,5,3,7,1,4,4,5,8,1.0,3.0,9.0,
488,Mecklenburg,2.0,4,Hispanic,2,7,4,28207,1,,7.0,9.0,5.0,2,9,9,3,10,10,1,5,6,3,6,4,7,6,5,3,4,9,9.0,7.0,3.0,
4052,Stanly,,1,Hispanic,2,-99,1,28127,3,,2.0,3.0,4.0,1,5,6,3,7,2,3,3,3,1,6,3,6,3,4,5,4,5,7.0,,,
1405,Union,,3,White,1,4,3,28173,3,,6.0,7.0,5.0,2,7,7,1,7,7,3,4,2,0,7,3,7,3,5,4,5,10,9.0,4.0,7.0,
213,Mecklenburg,3.0,5,Black,3,2,4,28215,6,3.0,3.0,,,3,9,10,1,8,8,3,1,3,2,7,4,5,2,1,4,1,8,1.0,9.0,8.0,2.0
630,Mecklenburg,1.0,4,White,1,7,4,28213,1,,4.0,1.0,9.0,3,5,5,2,5,7,4,5,4,4,7,4,7,3,5,4,2,8,10.0,6.0,,
3842,Cleveland,,3,White,1,4,1,28164,1,,7.0,1.0,3.0,1,8,8,3,9,7,2,4,5,1,6,2,7,4,4,5,5,5,1.0,,,
3476,Catawba,,1,White,1,4,2,28613,6,1.0,4.0,1.0,,2,7,7,5,5,8,3,3,3,1,4,3,7,1,1,4,2,7,3.0,5.0,4.0,7.0
1390,Union,,4,Black,3,4,4,28112,1,,6.0,9.0,,2,3,3,3,4,3,1,4,5,2,7,4,7,3,1,5,4,9,4.0,7.0,2.0,
3999,Cleveland,,3,White,1,4,3,28164,2,,9.0,3.0,5.0,3,8,7,2,8,7,1,3,4,2,7,2,7,5,4,5,3,8,7.0,10.0,,
3334,Lincoln,,1,Black,3,2,1,28080,1,,4.0,1.0,,4,4,5,3,3,5,1,3,5,2,6,1,7,2,2,5,2,10,3.0,6.0,,
1110,Union,,1,Black,3,1,3,28173,3,,8.0,,,3,4,4,3,4,6,2,1,6,3,7,4,7,4,3,5,1,10,9.0,2.0,7.0,
3795,Cleveland,,5,Hispanic,2,5,1,28152,5,,2.0,4.0,5.0,2,9,9,4,7,6,1,1,3,1,7,2,6,1,2,4,4,8,5.0,4.0,,
4865,Anson,,3,White,1,6,1,28125,6,2.0,7.0,,,3,8,7,4,7,8,2,4,4,0,5,3,6,4,2,5,5,3,7.0,2.0,4.0,
4994,Anson,,4,Black,3,1,3,28125,1,,1.0,5.0,,2,3,4,4,1,2,2,3,5,2,6,3,7,1,3,4,3,3,3.0,7.0,6.0,10.0
1989,Cabarrus,,5,White,1,1,1,28027,2,,9.0,5.0,2.0,1,7,7,3,7,5,1,1,6,3,6,5,6,0,2,4,4,6,9.0,7.0,3.0,
3427,Lincoln,,3,White,1,8,1,28093,6,3.0,8.0,3.0,9.0,3,9,9,4,8,10,3,5,6,3,7,2,7,2,2,5,5,5,3.0,,,
2876,York,,3,White,1,6,2,29732,6,3.0,6.0,,,2,6,6,4,5,8,2,2,4,2,7,2,6,2,1,5,5,5,7.0,,,
3215,Lincoln,,3,White,1,4,1,28080,1,,7.0,,,1,5,6,1,5,8,3,5,3,2,4,0,7,3,4,5,3,8,7.0,,,
4769,Lancaster,,2,Black,3,2,1,29717,6,5.0,2.0,,,1,5,5,3,4,4,2,3,5,2,6,5,7,2,1,4,3,5,4.0,10.0,3.0,
1011,Mecklenburg,2.0,3,White,1,5,2,28207,1,,4.0,8.0,3.0,1,5,6,4,5,4,1,2,5,2,7,3,7,4,5,4,3,7,5.0,8.0,4.0,1.0
3200,Lincoln,,4,White,1,4,4,28092,3,,1.0,5.0,9.0,3,8,9,4,8,6,3,3,4,1,6,2,7,3,2,4,4,10,2.0,4.0,9.0,5.0
755,Mecklenburg,2.0,3,White,1,2,1,28269,1,,9.0,6.0,3.0,2,4,5,1,5,5,2,3,3,2,6,2,5,3,4,4,3,10,3.0,9.0,5.0,8.0
3372,Lincoln,,5,White,1,5,2,28093,5,,8.0,9.0,4.0,1,5,5,4,5,8,3,3,3,1,6,5,7,0,3,4,4,10,9.0,3.0,,
1952,Cabarrus,,3,White,1,6,1,28083,6,2.0,2.0,4.0,,3,8,9,2,8,7,1,5,4,2,7,2,7,2,5,3,5,7,2.0,6.0,,
4377,Chester,,3,Black,3,1,1,29706,1,,3.0,7.0,,3,5,5,2,5,3,2,2,5,2,6,3,7,2,1,4,5,7,6.0,1.0,9.0,
1942,Cabarrus,,3,White,1,8,1,28027,6,1.0,5.0,1.0,,3,8,8,2,6,7,1,5,6,3,5,1,7,3,5,4,4,9,4.0,5.0,2.0,8.0
3917,Cleveland,,3,White,1,6,1,28090,1,,4.0,3.0,5.0,4,8,7,5,8,7,3,1,7,2,6,3,4,4,2,5,4,8,9.0,1.0,10.0,
2513,York,,4,White,1,5,4,29730,1,,3.0,,,2,5,5,3,5,7,2,3,2,0,6,2,7,2,2,2,3,6,4.0,1.0,10.0,
1757,Gaston,,2,White,1,8,1,28052,2,,2.0,9.0,5.0,2,6,6,5,6,7,2,5,5,2,7,2,6,4,2,5,3,5,5.0,8.0,9.0,3.0
3964,Cleveland,,3,White,1,5,1,28164,6,2.0,3.0,6.0,4.0,3,9,9,4,8,8,2,4,6,2,3,2,7,4,2,4,2,7,7.0,,,
3607,Catawba,,1,White,1,-99,3,28601,1,,2.0,6.0,9.0,2,6,5,4,6,6,3,2,6,1,7,3,7,2,1,5,4,5,7.0,6.0,4.0,
2562,York,,2,Hispanic,2,7,1,29710,3,,9.0,3.0,,2,6,5,3,6,5,3,5,6,2,7,2,6,1,2,5,4,4,7.0,4.0,8.0,10.0
2943,Rowan,,3,White,1,3,1,28138,3,,3.0,,,4,7,7,3,8,7,3,2,5,2,5,2,7,4,5,5,3,6,10.0,7.0,,
2846,York,,3,White,1,3,3,29732,6,2.0,2.0,,,1,4,4,3,3,5,3,3,3,1,4,0,6,3,4,4,2,8,7.0,3.0,,
637,Mecklenburg,2.0,5,White,1,6,4,28214,1,,2.0,,,3,9,9,1,9,8,3,3,2,1,7,3,6,3,3,4,2,4,9.0,4.0,,
579,Mecklenburg,2.0,3,Hispanic,2,7,1,28226,1,,1.0,,,4,7,6,3,9,4,3,4,5,2,7,4,7,2,3,4,3,6,1.0,3.0,4.0,7.0
953,Mecklenburg,2.0,4,White,1,4,1,28212,1,,9.0,7.0,,1,6,7,5,7,7,3,2,5,1,7,4,7,2,3,5,1,7,5.0,9.0,6.0,10.0
2734,York,,3,White,1,2,4,29715,2,,1.0,,,2,3,3,4,4,5,3,1,6,4,6,4,7,2,2,4,2,4,8.0,2.0,,
822,Mecklenburg,1.0,3,Black,3,4,1,28205,6,2.0,3.0,,,4,7,7,2,6,8,3,2,5,2,6,4,6,1,4,4,4,9,6.0,3.0,1.0,5.0
1278,Union,,1,White,1,2,1,28112,7,,8.0,2.0,3.0,1,4,4,2,6,5,1,3,4,1,5,3,6,4,1,5,2,6,1.0,6.0,8.0,3.0
2922,Rowan,,2,White,1,3,1,28138,1,,6.0,1.0,5.0,3,8,8,4,9,8,1,3,2,0,7,3,7,1,1,4,3,8,1.0,,,
458,Mecklenburg,1.0,2,White,1,7,1,28202,6,2.0,7.0,,,2,4,4,1,4,2,1,4,5,2,6,2,7,1,1,4,4,4,1.0,4.0,7.0,
368,Mecklenburg,2.0,3,White,1,4,3,28277,1,,2.0,1.0,,3,4,3,5,2,4,2,2,6,1,6,1,6,4,4,5,5,9,3.0,9.0,2.0,6.0
3009,Rowan,,1,White,1,5,2,28138,1,,1.0,2.0,6.0,2,7,8,3,5,9,1,4,2,1,5,1,7,3,2,3,3,6,9.0,7.0,,
1029,Union,,2,White,1,-98,2,28112,3,,2.0,,,2,6,6,4,7,7,3,4,2,0,6,1,6,2,1,3,3,9,7.0,9.0,8.0,
1323,Union,,2,White,1,6,2,28112,6,3.0,1.0,,,2,5,5,4,5,5,1,1,3,1,7,3,7,2,4,3,5,7,3.0,2.0,7.0,
2743,York,,5,White,1,4,4,29730,6,2.0,2.0,5.0,4.0,2,9,9,3,8,7,4,3,3,1,5,1,7,4,1,5,5,5,10.0,9.0,,
2689,York,,2,White,1,2,2,29730,6,5.0,9.0,2.0,5.0,2,7,8,2,7,8,1,2,4,2,5,2,6,3,1,3,2,8,10.0,2.0,6.0,
1476,Gaston,,3,Hispanic,2,5,3,28056,1,,9.0,5.0,1.0,2,3,2,2,3,2,2,4,6,0,5,2,7,2,2,5,4,8,7.0,9.0,,
4535,Lancaster,,2,Black,3,2,1,29714,6,2.0,2.0,,,4,5,5,3,3,6,3,2,5,3,6,4,7,4,2,4,4,9,1.0,2.0,,
2927,Rowan,,3,White,1,4,1,28144,6,2.0,4.0,5.0,2.0,2,5,6,2,5,8,1,3,4,3,4,1,7,2,2,4,4,6,2.0,3.0,6.0,
853,Mecklenburg,2.0,2,White,1,7,2,28212,3,,9.0,6.0,,3,6,6,4,6,4,3,4,3,1,6,4,6,2,3,4,4,8,9.0,,,
2540,York,,2,White,1,5,1,29732,7,,3.0,4.0,1.0,1,6,5,1,4,7,3,3,5,1,7,1,7,5,3,4,4,5,6.0,7.0,3.0,2.0
2440,Iredell,,3,White,1,-99,1,28115,1,,2.0,3.0,,3,5,5,3,4,6,2,1,4,3,6,0,6,2,1,3,2,4,9.0,6.0,,
2397,Iredell,,1,White,1,3,1,28115,6,2.0,2.0,6.0,,3,7,6,3,7,7,2,3,6,2,5,3,6,2,2,1,3,5,8.0,9.0,,
859,Mecklenburg,2.0,1,Asian,4,2,1,28208,1,,1.0,2.0,7.0,1,6,7,4,6,6,3,1,3,2,4,2,7,6,5,1,3,7,9.0,6.0,3.0,
1133,Union,,2,White,1,5,2,28173,6,5.0,4.0,5.0,1.0,2,8,9,4,8,9,3,4,5,2,5,0,7,3,1,2,2,6,10.0,6.0,5.0,
73,Mecklenburg,2.0,1,White,1,5,2,28262,6,2.0,7.0,5.0,9.0,1,7,6,3,6,6,2,2,6,4,6,2,6,2,4,4,3,8,4.0,,,
2496,York,,1,White,1,1,1,29710,1,,2.0,,,4,2,2,4,3,3,3,2,3,1,7,1,7,2,4,4,3,7,1.0,,,
2934,Rowan,,2,White,1,5,2,28147,5,,1.0,7.0,,2,6,5,3,6,4,3,1,6,3,7,2,7,2,1,3,4,5,2.0,4.0,,
3774,Cleveland,,4,White,1,6,1,28090,1,,7.0,2.0,6.0,1,7,8,3,6,6,2,3,5,0,7,5,5,1,2,5,3,8,3.0,5.0,9.0,
4308,Chester,,3,White,1,4,2,29727,1,,1.0,,,3,7,7,5,7,8,2,5,6,0,5,2,7,4,1,5,2,6,7.0,5.0,8.0,2.0
3646,Catawba,,3,White,1,6,1,28601,6,2.0,1.0,9.0,2.0,3,8,9,3,8,7,1,3,5,3,7,3,6,2,4,5,1,7,2.0,8.0,6.0,1.0
4893,Anson,,2,Black,3,1,2,28109,1,,7.0,3.0,,3,7,6,4,7,8,1,2,3,2,6,3,7,3,2,5,4,4,3.0,10.0,4.0,
4935,Anson,,5,White,1,5,4,28125,2,,3.0,4.0,,1,4,4,3,3,5,3,5,4,1,6,4,7,3,1,4,4,3,7.0,3.0,,
1699,Gaston,,2,Hispanic,2,1,1,28052,6,2.0,9.0,4.0,6.0,2,6,7,5,6,4,3,1,2,1,7,1,7,3,1,5,3,5,3.0,9.0,2.0,
1871,Cabarrus,,1,Black,3,1,3,28083,6,4.0,8.0,6.0,9.0,3,4,3,3,3,5,2,1,5,1,6,1,6,2,3,5,4,8,9.0,1.0,,
3748,Catawba,,3,White,1,-99,1,28602,7,,8.0,3.0,6.0,3,9,9,4,10,7,1,4,3,0,6,3,7,4,5,4,1,5,5.0,7.0,,
4096,Stanly,,1,Black,3,2,4,28159,6,4.0,2.0,,,1,4,5,2,3,4,1,5,3,3,5,2,7,3,2,4,4,6,3.0,4.0,,
3374,Lincoln,,2,White,1,7,1,28093,6,2.0,3.0,2.0,4.0,2,9,9,3,9,6,3,5,6,4,6,2,7,1,1,5,5,5,2.0,6.0,1.0,
3920,Cleveland,,3,Hispanic,2,3,1,28150,7,,7.0,6.0,,3,6,6,5,5,7,3,2,2,1,7,3,7,2,2,4,5,7,4.0,9.0,,
2353,Iredell,,5,White,1,2,4,28115,3,,2.0,,,2,6,7,1,6,7,2,1,3,3,5,0,6,1,1,3,4,9,8.0,5.0,,
2605,York,,3,White,1,-98,1,29732,1,,1.0,6.0,,2,6,7,4,6,7,3,3,4,1,6,1,6,2,2,5,1,10,4.0,7.0,1.0,9.0
523,Mecklenburg,2.0,4,White,1,3,1,28262,6,4.0,2.0,1.0,,3,9,9,2,9,7,2,3,4,3,7,4,7,1,4,4,4,7,3.0,5.0,,
4157,Stanly,,5,White,1,4,4,28159,1,,1.0,3.0,5.0,4,5,5,5,5,5,2,2,5,2,5,3,6,3,2,5,5,7,3.0,6.0,8.0,5.0
2625,York,,2,Asian,4,-99,1,29745,1,,6.0,1.0,,2,6,6,2,7,4,2,4,4,1,6,3,6,4,1,4,4,6,5.0,8.0,,
1313,Union,,2,White,1,6,2,28103,6,2.0,8.0,,,2,8,7,4,7,5,1,3,4,2,7,3,7,3,2,5,5,7,2.0,7.0,9.0,
3461,Catawba,,2,White,1,4,1,28609,7,,3.0,1.0,2.0,2,10,10,1,10,9,4,3,4,4,5,1,6,2,2,4,3,5,9.0,5.0,3.0,
3382,Lincoln,,3,White,1,7,1,28093,2,,9.0,5.0,1.0,1,5,4,3,5,7,2,3,5,1,6,2,7,3,1,5,3,5,9.0,,,
114,Mecklenburg,2.0,3,Asian,4,3,1,28210,1,,9.0,3.0,5.0,2,8,7,3,8,8,4,2,4,1,7,5,7,2,2,4,4,10,4.0,7.0,,
4785,Anson,,5,White,1,5,4,28170,2,,1.0,2.0,,2,7,8,3,5,5,3,2,7,1,5,0,6,2,3,3,4,6,6.0,2.0,9.0,
1982,Cabarrus,,4,White,1,5,4,28027,2,,5.0,4.0,2.0,1,8,8,4,8,9,3,3,6,2,7,3,6,3,3,5,4,4,3.0,,,
2871,York,,3,White,1,-99,1,29745,2,,2.0,1.0,4.0,1,5,5,3,5,8,1,4,6,2,4,0,7,3,2,5,4,7,1.0,,,
4205,Stanly,,2,Black,3,3,1,28001,6,2.0,2.0,5.0,4.0,1,8,8,5,7,8,4,1,4,2,7,2,6,1,1,5,3,8,3.0,2.0,,
4874,Anson,,4,White,1,5,2,28125,1,,1.0,8.0,,2,5,6,3,5,7,2,4,3,0,6,2,6,3,3,5,2,5,8.0,2.0,,
2276,Iredell,,5,White,1,4,4,28625,2,,9.0,1.0,4.0,4,9,9,4,9,7,1,4,6,4,7,1,7,6,1,4,5,5,9.0,,,
3080,Rowan,,4,White,1,1,2,28138,6,4.0,2.0,5.0,4.0,4,5,6,1,4,4,3,1,3,3,7,1,7,4,3,5,4,7,1.0,4.0,,
3737,Catawba,,1,Black,3,8,2,28609,6,6.0,5.0,4.0,,3,4,3,1,4,1,3,2,5,2,4,3,6,2,2,5,2,7,6.0,9.0,,
131,Mecklenburg,2.0,3,White,1,2,1,28204,1,,9.0,5.0,2.0,3,6,5,3,4,7,3,1,4,2,5,1,6,1,2,5,1,10,9.0,8.0,,
2886,Rowan,,1,White,1,3,3,28147,3,,1.0,4.0,6.0,4,3,2,5,4,5,2,2,6,2,5,2,6,2,1,3,2,4,5.0,6.0,3.0,
558,Mecklenburg,2.0,2,White,1,7,2,28282,1,,9.0,8.0,3.0,3,6,6,2,8,5,3,5,5,3,6,3,7,1,2,5,4,6,5.0,4.0,1.0,
3119,Rowan,,1,Black,3,2,1,28144,7,,4.0,5.0,,2,10,9,1,9,9,3,2,5,3,6,2,7,2,1,5,5,6,2.0,4.0,3.0,
687,Mecklenburg,2.0,3,Asian,4,6,1,28217,1,,5.0,8.0,1.0,3,7,7,2,6,4,3,3,5,1,6,2,7,3,5,5,3,6,7.0,3.0,9.0,6.0
4344,Chester,,4,Black,3,3,4,29709,7,,4.0,,,1,6,7,4,8,6,2,1,3,2,6,2,5,3,2,4,5,6,2.0,3.0,,
4407,Chester,,1,White,1,3,4,29728,6,3.0,1.0,9.0,3.0,3,4,5,4,3,4,3,1,4,0,5,3,7,3,5,5,3,4,4.0,,,
3939,Cleveland,,2,White,1,5,3,28152,3,,1.0,4.0,3.0,2,1,2,4,0,2,2,1,5,1,5,2,7,4,2,5,3,5,3.0,9.0,,
4298,Chester,,3,White,1,5,3,29706,1,,4.0,3.0,5.0,3,3,4,2,4,5,3,3,4,2,6,1,7,2,5,4,3,3,8.0,9.0,,
1494,Gaston,,2,White,1,6,1,28056,6,2.0,4.0,9.0,,3,5,5,4,5,5,3,2,4,2,7,2,6,2,3,4,4,3,10.0,4.0,,
2206,Iredell,,2,White,1,3,3,28115,1,,4.0,1.0,,1,3,3,2,3,5,3,2,6,2,6,2,7,1,1,4,4,3,9.0,1.0,4.0,
531,Mecklenburg,2.0,3,Black,3,-99,3,28202,1,,1.0,8.0,4.0,3,4,5,5,3,5,3,3,4,1,6,1,6,2,3,4,4,9,9.0,8.0,3.0,
1060,Union,,4,Hispanic,2,8,1,28104,1,,8.0,3.0,2.0,1,4,4,3,4,4,3,4,3,1,5,3,5,4,3,3,5,8,6.0,2.0,3.0,
2358,Iredell,,1,White,1,2,1,28677,6,2.0,5.0,2.0,,1,4,4,3,3,6,3,2,4,1,6,4,6,4,1,3,5,9,3.0,7.0,,
3357,Lincoln,,1,White,1,1,2,28092,1,,2.0,3.0,4.0,2,1,2,3,0,2,3,2,4,2,6,1,7,1,2,5,5,10,2.0,6.0,1.0,9.0
3487,Catawba,,2,White,1,3,1,28609,5,,2.0,7.0,,1,6,6,2,6,9,3,4,4,2,6,2,5,2,4,4,5,5,6.0,7.0,3.0,
2720,York,,5,White,1,5,4,29715,1,,9.0,4.0,,4,5,6,3,5,6,2,1,3,2,4,2,7,4,4,4,3,7,1.0,3.0,2.0,
24,Mecklenburg,2.0,3,White,1,7,1,28208,6,5.0,9.0,,,2,7,6,1,7,10,3,4,5,2,6,1,6,3,2,5,5,4,1.0,7.0,4.0,
3723,Catawba,,3,White,1,3,1,28609,1,,4.0,2.0,,1,7,6,3,7,5,3,1,4,1,5,2,6,3,1,4,4,6,7.0,9.0,,
2036,Cabarrus,,2,White,1,7,1,28025,2,,6.0,1.0,,2,5,5,1,5,5,1,4,3,0,5,2,7,3,3,4,3,7,2.0,6.0,,
4988,Anson,,3,Black,3,1,1,28109,1,,5.0,1.0,7.0,2,3,2,3,5,4,1,2,4,1,5,3,5,1,3,5,2,7,2.0,5.0,1.0,7.0
2870,York,,1,Hispanic,2,2,2,29732,7,,2.0,,,1,5,6,3,6,5,1,4,5,4,6,4,7,4,1,5,4,7,2.0,9.0,7.0,
3553,Catawba,,3,White,1,5,1,28613,1,,1.0,7.0,5.0,2,5,6,4,5,5,2,4,5,3,6,2,6,3,1,4,2,6,2.0,4.0,9.0,
4139,Stanly,,5,White,1,6,4,28001,6,2.0,5.0,1.0,9.0,1,6,6,5,7,7,2,3,2,2,5,1,7,3,2,4,4,7,1.0,2.0,7.0,
3791,Cleveland,,3,White,1,3,3,28086,1,,2.0,,,3,4,5,3,3,6,3,2,4,1,7,1,7,1,2,4,3,7,4.0,8.0,,
4357,Chester,,5,Black,3,5,4,29709,6,4.0,2.0,6.0,,3,9,9,2,10,9,2,3,6,3,5,3,6,1,1,5,2,4,7.0,9.0,,
929,Mecklenburg,1.0,4,White,1,5,4,28212,1,,1.0,4.0,3.0,2,9,9,3,8,10,3,2,6,1,7,2,7,4,4,5,4,7,10.0,,,
1831,Cabarrus,,2,Black,3,2,1,28081,1,,7.0,1.0,,4,3,2,1,2,1,3,3,6,4,7,4,7,2,2,4,4,10,9.0,5.0,,
4390,Chester,,5,Asian,4,8,4,29727,6,3.0,4.0,1.0,,3,6,6,4,8,8,2,4,5,2,6,3,7,3,1,5,5,6,8.0,2.0,4.0,
177,Mecklenburg,1.0,1,Asian,4,4,1,28217,1,,9.0,4.0,2.0,1,3,2,1,2,4,3,1,4,3,6,1,7,4,2,3,4,8,9.0,1.0,,
3570,Catawba,,3,White,1,1,4,28610,2,,9.0,6.0,2.0,4,6,6,4,7,8,3,1,4,1,7,3,7,1,2,4,2,6,4.0,1.0,,
4634,Lancaster,,2,Black,3,2,1,29714,1,,1.0,2.0,,3,6,6,2,5,6,3,2,5,1,5,2,6,1,4,4,3,4,4.0,2.0,,
1719,Gaston,,1,Black,3,1,2,28086,6,3.0,9.0,5.0,,3,7,7,2,6,9,1,3,6,1,5,2,6,2,2,5,4,8,9.0,5.0,10.0,1.0
4220,Stanly,,3,White,1,3,2,28127,2,,4.0,2.0,,3,10,10,2,10,10,1,2,4,2,6,0,6,3,4,4,4,8,2.0,,,
4369,Chester,,2,Black,3,1,3,29709,1,,3.0,2.0,6.0,3,3,3,4,5,6,1,1,6,4,7,3,7,2,4,5,4,6,6.0,7.0,,
136,Mecklenburg,1.0,3,Hispanic,2,6,2,28210,6,2.0,4.0,7.0,,4,4,3,2,6,7,2,4,6,0,6,4,7,3,3,4,4,10,8.0,2.0,1.0,4.0
2224,Iredell,,3,White,1,5,1,28117,1,,4.0,9.0,2.0,2,8,8,2,7,6,1,4,5,1,7,3,6,3,4,4,5,2,4.0,5.0,7.0,1.0
3401,Lincoln,,1,White,1,1,2,28092,3,,8.0,7.0,,1,3,3,3,3,8,3,1,6,0,6,3,7,2,2,4,3,10,8.0,4.0,1.0,
1300,Union,,2,White,1,4,1,28110,6,2.0,9.0,,,2,3,3,4,1,4,1,4,4,0,4,2,7,2,1,4,4,7,9.0,,,
3881,Cleveland,,3,White,1,6,1,28164,7,,7.0,,,2,9,8,1,9,7,2,4,4,0,7,3,7,4,3,2,5,5,9.0,,,
801,Mecklenburg,2.0,2,White,1,3,3,28226,1,,2.0,3.0,,2,0,1,3,0,0,2,2,5,1,7,4,7,2,3,4,4,9,10.0,4.0,9.0,
670,Mecklenburg,1.0,4,Hispanic,2,2,1,28210,6,3.0,7.0,9.0,4.0,1,7,8,3,9,6,3,3,6,1,7,2,6,3,3,5,1,8,1.0,7.0,,
1356,Union,,3,White,1,3,1,28103,2,,1.0,2.0,4.0,1,7,7,3,8,3,1,3,5,2,5,4,7,2,2,5,3,6,1.0,5.0,7.0,2.0
3425,Lincoln,,4,White,1,6,4,28093,2,,7.0,2.0,6.0,1,5,5,3,4,5,3,3,5,5,5,2,6,2,1,5,3,5,3.0,1.0,6.0,5.0
4657,Lancaster,,4,White,1,2,1,29717,3,,3.0,5.0,9.0,3,6,7,3,6,6,2,3,3,2,7,2,7,4,1,5,4,7,1.0,3.0,9.0,2.0
1048,Union,,3,White,1,7,3,28112,1,,3.0,,,3,7,8,4,6,8,2,4,4,0,6,3,7,2,1,5,4,6,9.0,6.0,10.0,2.0
2241,Iredell,,3,White,1,3,3,28677,2,,7.0,2.0,,1,3,4,3,1,4,2,2,6,1,4,2,7,1,2,3,5,8,7.0,9.0,,
4054,Stanly,,2,White,1,8,2,28127,6,7.0,6.0,4.0,3.0,2,6,7,3,6,4,1,2,2,0,7,2,6,2,2,5,2,4,7.0,8.0,10.0,
